date,generation_biomass,generation_fossil_hard_coal,generation_fossil_oil,generation_nuclear,generation_other_renewable,generation_solar,generation_waste,price_actual
2017-02-22 03:00:00+01:00,358,3540,305,7107,87,28,258,45.39
2017-02-22 04:00:00+01:00,361,3654,304,7107,87,28,260,45.46
2017-02-22 05:00:00+01:00,360,3914,313,7107,84,28,270,46.5
2017-02-22 06:00:00+01:00,359,4625,314,7106,86,28,281,55.07
2017-02-22 07:00:00+01:00,358,5236,307,7104,92,35,283,62.25
2017-02-22 08:00:00+01:00,359,5401,304,7104,93,224,280,66.5
2017-02-22 09:00:00+01:00,366,5401,304,7103,92,1091,276,66.17
2017-02-22 10:00:00+01:00,361,5489,291,7101,90,1935,281,66.27
2017-02-22 11:00:00+01:00,362,5478,307,7102,92,2497,283,62.47
2017-02-22 12:00:00+01:00,360,5466,311,7102,91,2807,279,60.92
2017-02-22 13:00:00+01:00,362,5443,317,7101,93,2947,273,59.68
2017-02-22 14:00:00+01:00,364,5425,317,7100,94,2855,267,57.56
2017-02-22 15:00:00+01:00,361,5344,319,7100,93,2457,264,56.91
2017-02-22 16:00:00+01:00,367,5353,326,7099,94,1786,277,56.9
2017-02-22 17:00:00+01:00,372,5431,331,7088,100,953,282,60.95
2017-02-22 18:00:00+01:00,384,5337,334,7090,99,184,282,68.37
2017-02-22 19:00:00+01:00,382,4920,335,7097,98,49,284,71.94
2017-02-22 20:00:00+01:00,375,4879,335,7099,98,46,286,74.28
2017-02-22 21:00:00+01:00,374,4900,336,7100,98,31,285,71.15
2017-02-22 22:00:00+01:00,376,4789,331,7104,97,26,275,67.28
2017-02-22 23:00:00+01:00,370,4686,328,7106,96,27,265,63.85
2017-02-23 00:00:00+01:00,358,4485,319,7105,95,27,264,63.09
2017-02-23 01:00:00+01:00,364,4127,312,7104,96,26,262,58.49
2017-02-23 02:00:00+01:00,381,3726,310,7106,95,26,260,54.1
2017-02-23 03:00:00+01:00,381,3595,300,7094,96,25,267,51.9
2017-02-23 04:00:00+01:00,380,3525,300,6996,97,26,275,51.73
2017-02-23 05:00:00+01:00,379,3745,311,6920,96,26,278,54.3
2017-02-23 06:00:00+01:00,381,4007,314,6882,97,26,275,63.4
2017-02-23 07:00:00+01:00,381,4458,317,6889,94,33,275,64.49
2017-02-23 08:00:00+01:00,383,4518,319,6938,96,58,273,66.01
2017-02-23 09:00:00+01:00,386,4649,316,6938,94,247,279,65.98
2017-02-23 10:00:00+01:00,386,4761,316,6937,98,536,280,67.12
2017-02-23 11:00:00+01:00,386,4776,310,6938,98,872,273,67.22
2017-02-23 12:00:00+01:00,385,4846,307,6939,97,1186,261,67.04
2017-02-23 13:00:00+01:00,377,4908,307,6937,99,1338,272,65.52
2017-02-23 14:00:00+01:00,368,4900,310,6891,101,1311,272,65.04
2017-02-23 15:00:00+01:00,370,4965,318,6882,99,1105,256,63.8
2017-02-23 16:00:00+01:00,374,4952,321,6881,97,817,266,63.92
2017-02-23 17:00:00+01:00,374,5102,321,6883,100,409,282,64.24
2017-02-23 18:00:00+01:00,376,5145,324,6904,101,90,277,67.37
2017-02-23 19:00:00+01:00,375,5249,323,6940,102,46,280,68.8
2017-02-23 20:00:00+01:00,375,5277,325,6938,100,44,277,68.87
2017-02-23 21:00:00+01:00,377,5303,327,6941,100,34,279,66.02
2017-02-23 22:00:00+01:00,369,5184,333,6948,101,32,283,60.95
2017-02-23 23:00:00+01:00,367,4830,332,7014,101,29,271,57.15
2017-02-24 00:00:00+01:00,361,4575,323,7079,98,30,271,54.47
2017-02-24 01:00:00+01:00,356,3978,314,7093,98,30,280,50.74
2017-02-24 02:00:00+01:00,377,3228,316,7101,98,27,278,46.62
2017-02-24 03:00:00+01:00,378,3169,309,7102,100,29,294,45.56
2017-02-24 04:00:00+01:00,364,3187,295,7101,98,29,295,44.6
2017-02-24 05:00:00+01:00,376,3430,313,7102,95,30,298,45.83
2017-02-24 06:00:00+01:00,380,3996,311,7100,97,29,298,53.4
2017-02-24 07:00:00+01:00,381,4541,312,7099,97,34,292,60.91
2017-02-24 08:00:00+01:00,365,4823,301,7099,90,91,290,65.44
2017-02-24 09:00:00+01:00,336,4960,295,7098,96,445,289,65.43
2017-02-24 10:00:00+01:00,337,5189,301,7096,97,934,286,66.34
2017-02-24 11:00:00+01:00,336,5223,301,7097,96,1458,284,65.96
2017-02-24 12:00:00+01:00,334,5190,303,7098,99,1896,287,64.89
2017-02-24 13:00:00+01:00,345,5116,308,7098,101,2165,289,61.23
2017-02-24 14:00:00+01:00,374,5050,309,7101,100,2183,294,59.91
2017-02-24 15:00:00+01:00,391,4996,309,7102,101,2128,292,58.38
2017-02-24 16:00:00+01:00,392,4395,308,7104,102,1753,295,52.92
2017-02-24 17:00:00+01:00,392,4439,307,7103,101,1101,300,58.23
2017-02-24 18:00:00+01:00,401,4622,324,7101,100,270,305,67.97
2017-02-24 19:00:00+01:00,401,4850,324,7101,102,50,306,68.3
2017-02-24 20:00:00+01:00,403,4586,322,7103,104,47,307,64.58
2017-02-24 21:00:00+01:00,404,5019,324,7102,105,26,311,60.54
2017-02-24 22:00:00+01:00,405,4954,324,7105,103,24,308,57.94
2017-02-24 23:00:00+01:00,406,4703,324,7106,105,25,309,56.24
2017-02-25 00:00:00+01:00,407,3910,305,7105,102,26,306,58.76
2017-02-25 01:00:00+01:00,407,3709,289,7105,102,26,296,56.74
2017-02-25 02:00:00+01:00,407,3428,291,7107,102,24,307,52.32
2017-02-25 03:00:00+01:00,407,3275,287,7107,103,25,312,50.64
2017-02-25 04:00:00+01:00,404,3262,291,7106,104,25,309,47.9
2017-02-25 05:00:00+01:00,402,3290,284,7107,104,25,302,48.42
2017-02-25 06:00:00+01:00,401,3277,286,7107,104,25,305,48.27
2017-02-25 07:00:00+01:00,403,3055,286,7107,103,33,303,51.81
2017-02-25 08:00:00+01:00,406,3131,279,7107,104,432,310,51.57
2017-02-25 09:00:00+01:00,405,3401,279,7108,105,1455,317,59.9
2017-02-25 10:00:00+01:00,400,3457,285,7106,107,2238,317,62.21
2017-02-25 11:00:00+01:00,400,3852,286,7105,108,2811,318,59.62
2017-02-25 12:00:00+01:00,401,3957,287,7105,107,3166,316,55.99
2017-02-25 13:00:00+01:00,403,3899,287,7105,104,3251,316,57.15
2017-02-25 14:00:00+01:00,403,3918,277,7105,103,3216,314,56.23
2017-02-25 15:00:00+01:00,402,3816,273,7102,104,3078,315,55.2
2017-02-25 16:00:00+01:00,391,3877,273,7100,104,2738,314,52.69
2017-02-25 17:00:00+01:00,375,3838,275,7099,105,1933,315,53.45
2017-02-25 18:00:00+01:00,387,3689,274,7097,105,643,314,60.87
2017-02-25 19:00:00+01:00,398,3577,271,7098,105,92,316,65.95
2017-02-25 20:00:00+01:00,402,3949,274,7101,104,50,309,65.66
2017-02-25 21:00:00+01:00,400,3841,274,7100,102,33,298,65.8
2017-02-25 22:00:00+01:00,398,3775,253,7101,104,33,304,64.57
2017-02-25 23:00:00+01:00,398,3811,252,7103,105,31,302,63.61
2017-02-26 00:00:00+01:00,401,3655,249,7105,103,30,313,60
2017-02-26 01:00:00+01:00,396,3498,249,7107,102,30,319,56.51
2017-02-26 02:00:00+01:00,397,3487,249,7106,103,30,318,52.75
2017-02-26 03:00:00+01:00,394,3416,250,7107,100,30,315,51.17
2017-02-26 04:00:00+01:00,398,3241,247,7107,104,30,318,50.69
2017-02-26 05:00:00+01:00,394,3195,247,7108,103,30,321,50.48
2017-02-26 06:00:00+01:00,390,3196,250,7107,103,30,317,50.59
2017-02-26 07:00:00+01:00,390,2953,251,7106,102,40,318,49.35
2017-02-26 08:00:00+01:00,392,3015,250,7104,100,310,317,49.64
2017-02-26 09:00:00+01:00,390,3463,250,7105,99,1066,319,53.02
2017-02-26 10:00:00+01:00,393,3807,248,7105,99,1720,319,57.46
2017-02-26 11:00:00+01:00,386,4171,248,7107,99,2275,322,56.39
2017-02-26 12:00:00+01:00,387,4160,251,7106,100,2660,322,55.73
2017-02-26 13:00:00+01:00,392,4056,247,7105,99,2849,320,55.98
2017-02-26 14:00:00+01:00,389,4099,239,7103,99,2840,317,54.57
2017-02-26 15:00:00+01:00,390,3810,239,7100,99,2662,311,50.47
2017-02-26 16:00:00+01:00,389,3427,238,7099,98,2282,307,49.41
2017-02-26 17:00:00+01:00,388,3405,246,7098,100,1567,308,49.98
2017-02-26 18:00:00+01:00,389,3425,252,7099,100,476,308,52.95
2017-02-26 19:00:00+01:00,382,4047,252,7099,101,55,293,61.78
2017-02-26 20:00:00+01:00,380,4332,248,7099,100,42,294,63.9
2017-02-26 21:00:00+01:00,382,4368,249,7099,101,33,296,64.05
2017-02-26 22:00:00+01:00,382,4452,252,7100,101,32,297,62.01
2017-02-26 23:00:00+01:00,385,4192,252,7100,102,32,299,55.36
2017-02-27 00:00:00+01:00,384,2953,247,7099,100,32,305,57.15
2017-02-27 01:00:00+01:00,383,2624,238,7100,99,32,306,48.08
2017-02-27 02:00:00+01:00,382,2416,238,7101,100,31,309,47.14
2017-02-27 03:00:00+01:00,385,2270,233,6815,98,32,309,45.67
2017-02-27 04:00:00+01:00,382,2302,228,7040,99,32,307,44.14
2017-02-27 05:00:00+01:00,382,2229,232,7103,99,32,305,42.96
2017-02-27 06:00:00+01:00,384,2238,228,7102,96,31,301,47.2
2017-02-27 07:00:00+01:00,382,2328,239,7102,94,40,302,57.55
2017-02-27 08:00:00+01:00,386,2527,261,7103,93,226,301,59.05
2017-02-27 09:00:00+01:00,384,2823,268,7104,88,794,299,60.68
2017-02-27 10:00:00+01:00,370,2822,268,7101,92,1416,299,61.22
2017-02-27 11:00:00+01:00,372,2992,270,7102,88,1947,297,59.7
2017-02-27 12:00:00+01:00,362,2980,268,7101,89,2345,295,59.49
2017-02-27 13:00:00+01:00,376,2820,279,7101,94,2517,288,54.49
2017-02-27 14:00:00+01:00,375,2708,283,7101,93,2551,280,51.95
2017-02-27 15:00:00+01:00,376,2497,284,7102,91,2444,270,48.65
2017-02-27 16:00:00+01:00,373,2522,289,7100,93,1998,267,49.02
2017-02-27 17:00:00+01:00,375,2646,292,7100,97,1328,263,49.66
2017-02-27 18:00:00+01:00,374,2497,281,7100,95,442,259,59.86
2017-02-27 19:00:00+01:00,378,2870,265,7100,96,96,258,64.67
2017-02-27 20:00:00+01:00,377,2857,273,7101,95,50,258,61.81
2017-02-27 21:00:00+01:00,378,2610,281,7102,99,38,253,56.1
2017-02-27 22:00:00+01:00,378,2385,293,7099,100,37,244,52.56
2017-02-27 23:00:00+01:00,370,2314,291,7096,88,35,241,49.3
2017-02-28 00:00:00+01:00,351,2212,281,7097,88,27,229,41.95
2017-02-28 01:00:00+01:00,332,1968,275,7096,88,26,228,40.82
2017-02-28 02:00:00+01:00,325,1965,277,7097,88,26,248,38.08
2017-02-28 03:00:00+01:00,328,1903,270,7098,87,25,254,30.73
2017-02-28 04:00:00+01:00,328,1850,252,7099,87,25,253,29.23
2017-02-28 05:00:00+01:00,333,1936,273,7097,87,25,258,34.9
2017-02-28 06:00:00+01:00,356,2050,274,7098,85,25,261,42.44
2017-02-28 07:00:00+01:00,378,2198,280,7100,84,33,266,47.86
2017-02-28 08:00:00+01:00,381,2268,285,7099,91,216,270,51.78
2017-02-28 09:00:00+01:00,379,2455,289,7100,92,755,272,53.69
2017-02-28 10:00:00+01:00,381,2547,305,7101,94,1329,266,55.72
2017-02-28 11:00:00+01:00,376,2591,315,7100,98,1759,259,52.04
2017-02-28 12:00:00+01:00,374,2550,318,7101,91,1935,267,50.21
2017-02-28 13:00:00+01:00,377,2399,322,7102,91,1988,279,48.55
2017-02-28 14:00:00+01:00,377,2307,320,7100,91,1958,272,48.55
2017-02-28 15:00:00+01:00,386,2200,323,7100,91,1691,285,47.71
2017-02-28 16:00:00+01:00,391,2195,326,7100,89,1341,298,48.03
2017-02-28 17:00:00+01:00,389,2425,328,7100,90,843,286,48.9
2017-02-28 18:00:00+01:00,392,2469,327,7101,99,282,289,60.22
2017-02-28 19:00:00+01:00,389,2627,324,7103,99,129,296,64.07
2017-02-28 20:00:00+01:00,388,2808,326,7105,98,129,304,63.46
2017-02-28 21:00:00+01:00,388,3019,329,7105,95,82,304,62.14
2017-02-28 22:00:00+01:00,391,2985,329,7104,99,46,292,58.12
2017-02-28 23:00:00+01:00,388,2650,316,7103,97,44,301,55.19
2017-03-01 00:00:00+01:00,327,6131,290,7104,89,38,290,53.88
2017-03-01 01:00:00+01:00,321,6013,290,7104,89,37,294,48.34
2017-03-01 02:00:00+01:00,341,5766,278,7104,89,36,299,46.85
2017-03-01 03:00:00+01:00,343,5333,274,7107,90,37,294,46.86
2017-03-01 04:00:00+01:00,342,5545,283,7106,91,35,290,47.15
2017-03-01 05:00:00+01:00,343,5878,279,7103,93,36,302,47.42
2017-03-01 06:00:00+01:00,348,6392,270,7098,92,37,317,56.89
2017-03-01 07:00:00+01:00,347,6617,272,7100,88,63,324,58.45
2017-03-01 08:00:00+01:00,347,6720,283,7102,90,70,327,60.21
2017-03-01 09:00:00+01:00,345,6781,281,7101,90,338,335,60.51
2017-03-01 10:00:00+01:00,342,6758,283,7101,88,888,331,60.85
2017-03-01 11:00:00+01:00,345,6816,286,7100,92,1363,330,59.76
2017-03-01 12:00:00+01:00,354,6836,289,7102,93,1646,325,57.06
2017-03-01 13:00:00+01:00,354,6797,291,7102,94,1735,309,57.1
2017-03-01 14:00:00+01:00,360,6787,292,7102,97,1721,306,56.73
2017-03-01 15:00:00+01:00,362,6752,298,7101,99,1421,303,54.21
2017-03-01 16:00:00+01:00,365,6817,306,7100,98,855,308,51.33
2017-03-01 17:00:00+01:00,366,6821,308,7100,100,202,321,54.04
2017-03-01 18:00:00+01:00,364,6836,308,7101,101,80,322,60.79
2017-03-01 19:00:00+01:00,358,6786,311,7102,105,79,319,64.32
2017-03-01 20:00:00+01:00,362,6751,312,7103,104,79,321,64.25
2017-03-01 21:00:00+01:00,364,6766,311,7105,104,45,317,63.66
2017-03-01 22:00:00+01:00,361,6756,304,7104,98,40,310,59.86
2017-03-01 23:00:00+01:00,360,6715,301,7106,98,41,313,58
2017-03-02 00:00:00+01:00,364,2598,308,7108,97,35,295,58.41
2017-03-02 01:00:00+01:00,360,2424,308,7107,95,36,290,55.8
2017-03-02 02:00:00+01:00,352,2386,299,7107,93,35,286,51.32
2017-03-02 03:00:00+01:00,332,2281,256,7107,90,31,288,49.07
2017-03-02 04:00:00+01:00,334,2439,268,7106,92,31,287,49.58
2017-03-02 05:00:00+01:00,338,2841,253,7103,90,32,286,55.63
2017-03-02 06:00:00+01:00,339,3003,285,7103,89,31,274,57.47
2017-03-02 07:00:00+01:00,340,3303,308,7103,99,43,284,58.89
2017-03-02 08:00:00+01:00,342,3410,305,7100,103,52,294,61.91
2017-03-02 09:00:00+01:00,342,3309,323,7101,98,309,297,61.65
2017-03-02 10:00:00+01:00,351,3220,326,7102,101,881,297,60.37
2017-03-02 11:00:00+01:00,352,3111,327,7103,102,1345,291,59.06
2017-03-02 12:00:00+01:00,351,2887,328,7103,101,1676,291,57.65
2017-03-02 13:00:00+01:00,355,2417,323,7102,101,1798,286,56.67
2017-03-02 14:00:00+01:00,349,2357,309,7103,104,1594,281,55.64
2017-03-02 15:00:00+01:00,318,2748,321,7100,106,1245,279,54.61
2017-03-02 16:00:00+01:00,318,2730,324,7098,105,813,281,54.43
2017-03-02 17:00:00+01:00,320,2955,322,7100,103,358,286,58.09
2017-03-02 18:00:00+01:00,330,3263,308,7102,104,74,284,62.27
2017-03-02 19:00:00+01:00,323,3424,323,7103,102,60,282,66.31
2017-03-02 20:00:00+01:00,350,3381,312,7105,95,59,278,63.76
2017-03-02 21:00:00+01:00,355,3410,317,7107,94,33,274,61.77
2017-03-02 22:00:00+01:00,357,3232,316,7106,91,33,277,57.79
2017-03-02 23:00:00+01:00,350,2907,302,7105,89,30,279,54.98
2017-03-03 00:00:00+01:00,312,2760,277,7104,105,54,287,55.66
2017-03-03 01:00:00+01:00,308,2232,269,7106,103,53,287,49.9
2017-03-03 02:00:00+01:00,300,1906,292,7107,94,54,285,44.49
2017-03-03 03:00:00+01:00,294,1800,309,7106,94,54,287,42.41
2017-03-03 04:00:00+01:00,307,1775,308,7106,95,53,293,41.64
2017-03-03 05:00:00+01:00,326,1677,311,7107,94,53,291,42.08
2017-03-03 06:00:00+01:00,331,1701,316,7104,94,52,288,49.4
2017-03-03 07:00:00+01:00,332,1918,323,7102,104,66,300,54.58
2017-03-03 08:00:00+01:00,334,1993,320,7105,103,340,310,55.68
2017-03-03 09:00:00+01:00,331,2037,317,7103,103,916,311,55.9
2017-03-03 10:00:00+01:00,334,2136,319,7102,102,1416,309,54.7
2017-03-03 11:00:00+01:00,339,1969,323,7102,104,1786,316,51.99
2017-03-03 12:00:00+01:00,346,1986,309,7101,97,1839,310,49.92
2017-03-03 13:00:00+01:00,346,2073,309,7099,100,1558,302,48.94
2017-03-03 14:00:00+01:00,343,2055,300,7098,102,1251,295,48.45
2017-03-03 15:00:00+01:00,340,2123,311,7097,101,849,303,45.91
2017-03-03 16:00:00+01:00,327,2075,318,7097,98,553,304,45.46
2017-03-03 17:00:00+01:00,333,2104,318,7098,98,363,304,47.45
2017-03-03 18:00:00+01:00,342,2219,324,7097,98,158,308,51.79
2017-03-03 19:00:00+01:00,341,2352,324,7101,98,42,311,54.2
2017-03-03 20:00:00+01:00,343,2291,325,7103,96,39,312,50.44
2017-03-03 21:00:00+01:00,345,2103,322,7103,96,25,303,48.76
2017-03-03 22:00:00+01:00,335,1787,325,7102,96,25,313,45.14
2017-03-03 23:00:00+01:00,327,1543,317,7104,95,25,311,43.76
2017-03-04 00:00:00+01:00,236,1599,260,7096,89,611,263,38.44
2017-03-04 01:00:00+01:00,241,1551,261,7096,78,607,259,37.62
2017-03-04 02:00:00+01:00,241,1516,261,7093,80,607,258,32.16
2017-03-04 03:00:00+01:00,241,1607,261,7092,79,585,255,31.67
2017-03-04 04:00:00+01:00,239,1942,257,7092,79,565,249,30.4
2017-03-04 05:00:00+01:00,237,2130,261,7091,79,451,261,31.62
2017-03-04 06:00:00+01:00,238,2304,258,7092,86,227,270,35.28
2017-03-04 07:00:00+01:00,235,2490,259,7093,87,102,274,36.93
2017-03-04 08:00:00+01:00,237,2633,263,7095,88,406,279,41.86
2017-03-04 09:00:00+01:00,240,2683,283,7096,85,1722,280,46.5
2017-03-04 10:00:00+01:00,246,2725,289,7095,86,3743,272,46.85
2017-03-04 11:00:00+01:00,243,2698,290,7094,89,4599,261,46.91
2017-03-04 12:00:00+01:00,245,2643,284,7096,89,4979,258,47.38
2017-03-04 13:00:00+01:00,235,2658,287,7096,89,5183,256,48.84
2017-03-04 14:00:00+01:00,234,2621,291,7096,91,5168,256,47.88
2017-03-04 15:00:00+01:00,243,2810,294,7095,92,5049,262,46.91
2017-03-04 16:00:00+01:00,245,2856,299,7094,92,4853,278,43.32
2017-03-04 17:00:00+01:00,242,2721,301,7094,95,4406,275,47.6
2017-03-04 18:00:00+01:00,245,2733,300,7092,96,3691,286,52.28
2017-03-04 19:00:00+01:00,244,2746,300,7090,95,2433,296,54.85
2017-03-04 20:00:00+01:00,246,2799,302,7091,95,995,278,55.23
2017-03-04 21:00:00+01:00,247,2878,307,7092,95,597,278,54.56
2017-03-04 22:00:00+01:00,249,2885,313,7093,97,552,277,50.29
2017-03-04 23:00:00+01:00,249,2759,312,7092,94,546,278,47.32
2017-03-05 00:00:00+01:00,237,4748,283,7004,93,653,319,45.02
2017-03-05 01:00:00+01:00,238,4600,272,7008,94,647,319,38.32
2017-03-05 02:00:00+01:00,240,4172,273,7005,93,646,308,32.25
2017-03-05 03:00:00+01:00,244,3837,273,7006,92,646,301,25.94
2017-03-05 04:00:00+01:00,244,3830,275,7004,91,644,302,24.36
2017-03-05 05:00:00+01:00,245,4118,275,7010,91,594,301,21.71
2017-03-05 06:00:00+01:00,242,4473,273,7012,86,426,299,23.16
2017-03-05 07:00:00+01:00,240,4768,293,7008,89,325,300,28.14
2017-03-05 08:00:00+01:00,238,4820,292,7006,92,881,302,33.24
2017-03-05 09:00:00+01:00,242,4821,301,6998,90,2743,305,37.07
2017-03-05 10:00:00+01:00,243,4827,303,6989,91,4323,303,42.79
2017-03-05 11:00:00+01:00,233,4802,296,6987,92,4915,292,45.67
2017-03-05 12:00:00+01:00,236,4843,303,6984,94,5213,302,42.93
2017-03-05 13:00:00+01:00,236,4832,303,6983,93,5345,307,39.66
2017-03-05 14:00:00+01:00,233,4743,304,6982,94,5341,317,37.52
2017-03-05 15:00:00+01:00,240,4723,298,6981,96,5265,325,34.08
2017-03-05 16:00:00+01:00,239,4802,296,6978,95,4991,327,32.56
2017-03-05 17:00:00+01:00,240,4883,304,6974,96,4603,316,36.55
2017-03-05 18:00:00+01:00,235,4868,302,6970,98,4069,320,43.29
2017-03-05 19:00:00+01:00,235,4830,301,6971,98,2902,326,47.2
2017-03-05 20:00:00+01:00,239,4906,306,6973,98,1443,325,49.14
2017-03-05 21:00:00+01:00,241,4932,310,6975,96,847,333,48.82
2017-03-05 22:00:00+01:00,243,4907,311,6979,92,767,331,47.1
2017-03-05 23:00:00+01:00,241,4828,309,6979,96,760,320,39.76
2017-03-06 00:00:00+01:00,364,5738,307,4032,109,386,337,40.73
2017-03-06 01:00:00+01:00,364,5441,303,4020,108,268,336,39.5
2017-03-06 02:00:00+01:00,364,5408,302,3985,107,187,336,38.25
2017-03-06 03:00:00+01:00,363,5293,302,3898,104,141,335,35.93
2017-03-06 04:00:00+01:00,357,5223,295,3821,104,136,328,37.26
2017-03-06 05:00:00+01:00,362,5026,282,3825,107,103,321,38.24
2017-03-06 06:00:00+01:00,363,4621,281,3834,108,61,319,44.8
2017-03-06 07:00:00+01:00,362,4476,283,3845,108,175,319,50.32
2017-03-06 08:00:00+01:00,362,4572,276,3856,109,641,312,53.07
2017-03-06 09:00:00+01:00,357,4821,278,3868,104,1981,316,55.49
2017-03-06 10:00:00+01:00,369,4917,282,3879,105,3441,331,54.8
2017-03-06 11:00:00+01:00,368,4971,282,3890,108,4092,333,55.08
2017-03-06 12:00:00+01:00,351,4994,281,3899,110,4549,327,55.35
2017-03-06 13:00:00+01:00,352,5021,276,3907,109,4642,329,55.53
2017-03-06 14:00:00+01:00,361,4947,260,3917,110,4611,335,54.92
2017-03-06 15:00:00+01:00,365,4792,260,3927,109,4497,339,52.57
2017-03-06 16:00:00+01:00,379,4584,261,3934,106,4265,336,52.19
2017-03-06 17:00:00+01:00,378,4241,260,3941,105,3956,338,55.34
2017-03-06 18:00:00+01:00,376,4191,260,3951,107,3535,329,59.47
2017-03-06 19:00:00+01:00,378,4215,260,4017,108,2550,328,63.95
2017-03-06 20:00:00+01:00,378,4373,260,4147,107,1429,328,64.24
2017-03-06 21:00:00+01:00,382,4567,259,4179,106,758,334,63.34
2017-03-06 22:00:00+01:00,376,4534,239,4409,108,616,334,57.68
2017-03-06 23:00:00+01:00,378,4204,239,4615,108,572,338,55.44
2017-03-07 00:00:00+01:00,347,2719,249,5990,79,798,315,55.65
2017-03-07 01:00:00+01:00,352,2393,249,5991,82,793,316,47.54
2017-03-07 02:00:00+01:00,353,2205,248,5992,80,792,321,43.75
2017-03-07 03:00:00+01:00,357,2129,246,5992,83,790,322,43.95
2017-03-07 04:00:00+01:00,352,2222,245,5993,80,790,320,43.25
2017-03-07 05:00:00+01:00,357,2334,245,5994,75,786,329,43.91
2017-03-07 06:00:00+01:00,358,2883,243,5991,79,634,336,48.38
2017-03-07 07:00:00+01:00,360,3442,261,5989,78,548,328,56.63
2017-03-07 08:00:00+01:00,362,3815,308,5988,84,1397,325,61.07
2017-03-07 09:00:00+01:00,362,4306,316,5984,82,3359,330,61.16
2017-03-07 10:00:00+01:00,360,4602,331,5980,83,4400,329,60.73
2017-03-07 11:00:00+01:00,357,5069,329,5976,86,4845,326,59.09
2017-03-07 12:00:00+01:00,358,5468,334,5969,96,5112,324,57.23
2017-03-07 13:00:00+01:00,358,5524,339,5967,97,5242,324,56.18
2017-03-07 14:00:00+01:00,362,5548,330,5971,98,5230,324,56.34
2017-03-07 15:00:00+01:00,362,5440,324,5969,100,5166,322,55.71
2017-03-07 16:00:00+01:00,363,5381,321,5968,98,4975,314,55.61
2017-03-07 17:00:00+01:00,366,5368,316,5971,100,4637,317,57.84
2017-03-07 18:00:00+01:00,363,5399,314,5968,101,4151,309,63.39
2017-03-07 19:00:00+01:00,358,5313,318,5966,92,3454,316,68.97
2017-03-07 20:00:00+01:00,359,5321,331,5967,91,2410,315,64.23
2017-03-07 21:00:00+01:00,361,5528,346,5968,90,1188,324,64.11
2017-03-07 22:00:00+01:00,367,5504,349,5976,86,824,330,58.61
2017-03-07 23:00:00+01:00,368,5189,339,5978,82,789,331,58.38
2017-03-08 00:00:00+01:00,392,5528,307,6869,95,691,316,52.76
2017-03-08 01:00:00+01:00,386,5321,299,6872,93,650,315,49.37
2017-03-08 02:00:00+01:00,390,5117,299,6878,92,642,318,46.28
2017-03-08 03:00:00+01:00,390,4847,296,6884,94,617,320,46.42
2017-03-08 04:00:00+01:00,389,4793,291,6891,91,610,321,45.79
2017-03-08 05:00:00+01:00,389,4942,294,6901,88,608,322,48.41
2017-03-08 06:00:00+01:00,388,5301,300,6899,87,533,319,53.08
2017-03-08 07:00:00+01:00,386,5678,307,6818,84,414,317,55.52
2017-03-08 08:00:00+01:00,384,5946,298,6755,82,922,309,58.68
2017-03-08 09:00:00+01:00,385,6048,309,6737,83,2487,311,59.51
2017-03-08 10:00:00+01:00,385,6012,313,6659,84,4148,305,60.03
2017-03-08 11:00:00+01:00,380,6022,314,6635,89,4730,302,58.36
2017-03-08 12:00:00+01:00,381,5957,312,6630,86,5016,298,58.43
2017-03-08 13:00:00+01:00,380,5957,312,6627,89,5157,298,57.58
2017-03-08 14:00:00+01:00,382,6055,314,6624,88,5184,300,57.22
2017-03-08 15:00:00+01:00,381,6112,303,6644,89,5040,309,57.3
2017-03-08 16:00:00+01:00,381,6140,301,6701,87,4831,309,57.03
2017-03-08 17:00:00+01:00,383,6138,299,6713,90,4494,308,57.73
2017-03-08 18:00:00+01:00,380,6039,299,6720,97,4022,306,60.14
2017-03-08 19:00:00+01:00,380,6097,311,6711,100,3310,304,64.74
2017-03-08 20:00:00+01:00,380,6120,313,6723,100,2053,306,64.05
2017-03-08 21:00:00+01:00,383,6086,311,6781,99,1093,305,62.76
2017-03-08 22:00:00+01:00,385,6111,312,6829,100,854,307,58.56
2017-03-08 23:00:00+01:00,385,6121,310,6848,97,818,313,57.79
2017-03-09 00:00:00+01:00,386,2089,268,6856,92,546,344,56.96
2017-03-09 01:00:00+01:00,385,2053,265,6869,91,496,345,54.66
2017-03-09 02:00:00+01:00,386,1964,265,6871,92,457,346,52.64
2017-03-09 03:00:00+01:00,385,1883,266,6874,93,346,343,52.16
2017-03-09 04:00:00+01:00,381,1894,263,6874,93,213,344,50.8
2017-03-09 05:00:00+01:00,380,1897,264,6875,93,115,331,53.31
2017-03-09 06:00:00+01:00,386,1934,265,6876,92,66,344,56.36
2017-03-09 07:00:00+01:00,386,1878,268,6875,90,68,337,57.45
2017-03-09 08:00:00+01:00,383,1665,266,6874,96,230,332,59.19
2017-03-09 09:00:00+01:00,383,1664,266,6873,96,907,339,58.67
2017-03-09 10:00:00+01:00,384,2005,267,6870,94,2160,343,57.9
2017-03-09 11:00:00+01:00,382,2127,264,6865,89,3470,336,55.79
2017-03-09 12:00:00+01:00,382,2103,266,6861,88,4262,334,55.2
2017-03-09 13:00:00+01:00,381,1821,263,6859,89,4551,331,55.32
2017-03-09 14:00:00+01:00,384,1576,261,6856,92,4494,325,54.69
2017-03-09 15:00:00+01:00,387,1516,261,6851,92,4127,324,54.61
